"type","name","",""
"antigen","GII.4c","-1.068814651369","0.297337826138096"
"antigen","SY2012","-1.092994125323","1.53553264760399"
"antigen","SF2017","-1.18316853774557","2.25705189743973"
"antigen","WI2021","-1.17526234125081","2.12316345702535"
"antigen","AL2018","-1.27982167849839","1.28882876756863"
"antigen","CW1987","0.0670033447605104","-0.663740117878715"
"antigen","US95/96","0.038556473969266","-0.615687936357384"
"antigen","FH2002","-0.657824837908426","-0.135993719973798"
"antigen","DH2006b","-1.18441666420779","0.660011247148174"
"antigen","NO2009","-1.13513620373228","2.17979454887926"
"antigen","YE2006a","-0.994510221379666","0.45732047946139"
"sera","S_1","-0.878762681191879","0.853056287135882"
"sera","S_3","1.2127678031527","-0.385508673691693"
"sera","S_5","0.641592499886988","-1.12559526295024"
"sera","S_7","1.10645997671953","-2.14035342887459"
"sera","S_9","-0.878762681111883","0.85305628715173"
"sera","S_11","-0.878762681032218","0.853056287041577"
"sera","S_13","0.483563019510879","-2.08797425942334"
"sera","S_15","0.514913305038982","-1.14184262454211"
"sera","S_17","-0.402916586030696","0.783075134504865"
"sera","S_19","-0.95338192641413","-0.727210851151833"
"sera","S_21","1.00976915629133","-0.984524656077632"
"sera","S_23","-0.108192282957504","-1.48998443370994"
"sera","S_27","0.177415520173148","-1.34152912297957"
"sera","S_29","-0.403450277304277","0.783097979863266"
"sera","S_31","0.463515497440657","-1.63756986752775"
"sera","S_33","0.029705832033184","-0.975307409139319"
"sera","S_35","-0.0645803403829362","-0.768850297613235"
"sera","S_37","-0.878762681075087","0.853056287017462"
"sera","S_39","-0.220344688696365","-0.149887182914683"
"sera","S_41","-0.878762680964764","0.853056286797661"
"sera","S_43","1.31289817995479","-0.855391303590239"
"sera","S_45","1.127124339181","-1.25823402377445"
"sera","S_47","0.742005834321008","-2.2185876226022"
"sera","S_49","0.596273458351605","-1.59519173409171"
"sera","S_51","0.180009910814336","-0.199243696396315"
"sera","S_53","-0.27975800482604","0.880796622736852"
"sera","S_55","-0.169538381815826","-2.13571542201522"
"sera","S_57","-0.878762680946174","0.853056287139865"
"sera","S_59","-0.0582320937913281","0.0674203527848467"
"sera","S_61","-0.878762681077313","0.853056287001066"
"sera","S_63","0.350541940002698","-1.92683841811989"
"sera","S_65","-0.878762681083285","0.853056286889378"
"sera","S_67","0.557239694582023","-2.15216724257893"
"sera","S_69","-0.289987407296701","0.0377227423397172"
"sera","S_71","-1.02048285132474","-0.340197536131634"
"sera","S_73","-0.878762681221289","0.85305628702342"
"sera","S_75","0.567642422063967","-1.92015127576064"
"sera","S_77","0.201714338203369","-0.606326325839267"
"sera","S_79","-0.878762680977763","0.853056286980275"
"sera","S_81","-0.057116590083494","-1.65800480329869"
"sera","S_83","0.179487249281192","-2.04643894942745"
"sera","S_85","0.094097810053466","-2.32582660506668"
"sera","S_87","0.456990776116456","-0.622294153597287"
"sera","S_89","-0.108353520763472","-0.918875841449476"
"sera","S_91","-0.968233242992859","-1.28343643032859"
